medium_id	original	mapped	chebi_label	chebi_formula	value	concentration	unit	mmol_l	optional	source	normalized_compound	hydration_number	chebi_match	chebi_id	chebi_original_name	similarity_score	match_confidence	matching_method	mapping_status	mapping_quality	base_compound	base_formula	water_molecules	hydrate_formula	base_chebi_id	base_chebi_label	base_chebi_formula	hydration_state	hydration_parsing_method	hydration_confidence	base_compound_for_mapping	base_molecular_weight	water_molecular_weight	hydrated_molecular_weight	corrected_mmol_l	hydrated_chebi_id	hydrated_chebi_label	hydrate_mapping_source
ccap_C_Modified_composition	mg	PubChem:5462224			5.0		mg			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	50.0			
ccap_E26_Biotin_ANT_composition	Biotin	CHEBI:15956	biotin	C10H16N2O3S	1.0		g			json		0							original_only	good	Biotin	Biotin		Biotin					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_E26_Biotin_ANT_composition	CuSO4.5H2O	CHEBI:31440	copper(II) sulfate pentahydrate	Cu.5H2O.O4S	1.0		g			json		5							original_only	good	CuSO4	CuSO4		CuSO4.5H2O	CHEBI:23414				hydrate_pattern	very_high		159.61	90.075	249.685	4.005046			no_match
ccap_E26_Biotin_ANT_composition	FeCl3.6H2O	CHEBI:86254	iron trichloride hexahydrate	Cl3Fe.6H2O	1.0		g			json		6							original_only	good	FeCl3	FeCl3		FeCl3.6H2O	CHEBI:30808				hydrate_pattern	high		162.2	108.09	270.28999999999996	3.69973			no_match
ccap_E26_Biotin_ANT_composition	KNO3	CHEBI:17632	nitrate	NO3	1.0		g			json		0							original_only	good	KNO3	KNO3		KNO3					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_E26_Biotin_ANT_composition	MnSO4.4H2O	CHEBI:86358	manganese(II) sulfate tetrahydrate	4H2O.Mn.O4S	1.0		g			json		4							original_only	good	MnSO4	MnSO4		MnSO4.4H2O	CHEBI:135251				hydrate_pattern	high		151.0	72.06	223.06	4.483099			no_match
ccap_E26_Biotin_ANT_composition	Na2MoO4.2H2O	CHEBI:75213	sodium molybdate dihydrate	2H2O.MoO4.2Na	2.0		M			json		2							original_only	good	Na2MoO4	Na2MoO4		Na2MoO4.2H2O					hydrate_pattern	high		100.0	36.03	136.03	14.702639			no_match
ccap_E26_Biotin_ANT_composition	NaH2PO4.2H2O	ingredient:nah2po4_2h2o			1.0		g			json		2							original_only	good	NaH2PO4	NaH2PO4		NaH2PO4.2H2O					hydrate_pattern	high		100.0	36.03	136.03	7.35132			no_match
ccap_E26_Biotin_ANT_composition	Thiamine HCl	CHEBI:49105	thiamine hydrochloride	C12H17N4OS.Cl.HCl	1.0		g			json		0							original_only	good	Thiamine HCl	ThiamineHCl		ThiamineHCl					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_E26_Biotin_ANT_composition	Tris [tris(hydroxymethyl)aminomethane]	CHEBI:9754	tris	C4H11NO3	1.0		g			json		0							original_only	good	Tris [tris(hydroxymethyl)aminomethane]	Tris[tris(hydroxymethyl)aminomethane]		Tris[tris(hydroxymethyl)aminomethane]					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_E26_Biotin_ANT_composition	ZnSO4.7H2O	CHEBI:32312	zinc sulfate heptahydrate	7H2O.O4S.Zn	1.0		g			json		7							original_only	good	ZnSO4	ZnSO4		ZnSO4.7H2O	CHEBI:62984				hydrate_pattern	high		161.47	126.105	287.575	3.477354			no_match
ccap_E26_Biotin_composition	E26 + biotin	medium:C28			500.0		ml			json		0							original_only	good	E26 + biotin	E26+biotin		E26+biotin					no_hydration	high		100.0	0.0	100.0	5000.0			
ccap_E31_ANT_composition	Biotin	CHEBI:15956	biotin	C10H16N2O3S	1.0		g			json		0							original_only	good	Biotin	Biotin		Biotin					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_E31_ANT_composition	CuSO4.5H2O	CHEBI:31440	copper(II) sulfate pentahydrate	Cu.5H2O.O4S	1.0		g			json		5							original_only	good	CuSO4	CuSO4		CuSO4.5H2O	CHEBI:23414				hydrate_pattern	very_high		159.61	90.075	249.685	4.005046			no_match
ccap_E31_ANT_composition	FeCl3.6H2O	CHEBI:86254	iron trichloride hexahydrate	Cl3Fe.6H2O	1.0		g			json		6							original_only	good	FeCl3	FeCl3		FeCl3.6H2O	CHEBI:30808				hydrate_pattern	high		162.2	108.09	270.28999999999996	3.69973			no_match
ccap_E31_ANT_composition	KNO3	CHEBI:17632	nitrate	NO3	1.0		g			json		0							original_only	good	KNO3	KNO3		KNO3					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_E31_ANT_composition	MnSO4.4H2O	CHEBI:86358	manganese(II) sulfate tetrahydrate	4H2O.Mn.O4S	1.0		g			json		4							original_only	good	MnSO4	MnSO4		MnSO4.4H2O	CHEBI:135251				hydrate_pattern	high		151.0	72.06	223.06	4.483099			no_match
ccap_E31_ANT_composition	Na2MoO4.2H2O	CHEBI:75213	sodium molybdate dihydrate	2H2O.MoO4.2Na	2.0		M			json		2							original_only	good	Na2MoO4	Na2MoO4		Na2MoO4.2H2O					hydrate_pattern	high		100.0	36.03	136.03	14.702639			no_match
ccap_E31_ANT_composition	NaH2PO4.2H2O	ingredient:nah2po4_2h2o			1.0		g			json		2							original_only	good	NaH2PO4	NaH2PO4		NaH2PO4.2H2O					hydrate_pattern	high		100.0	36.03	136.03	7.35132			no_match
ccap_E31_ANT_composition	Thiamine HCl	CHEBI:49105	thiamine hydrochloride	C12H17N4OS.Cl.HCl	1.0		g			json		0							original_only	good	Thiamine HCl	ThiamineHCl		ThiamineHCl					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_E31_ANT_composition	Tris [tris(hydroxymethyl)aminomethane]	CHEBI:9754	tris	C4H11NO3	1.0		g			json		0							original_only	good	Tris [tris(hydroxymethyl)aminomethane]	Tris[tris(hydroxymethyl)aminomethane]		Tris[tris(hydroxymethyl)aminomethane]					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_E31_ANT_composition	ZnSO4.7H2O	CHEBI:32312	zinc sulfate heptahydrate	7H2O.O4S.Zn	1.0		g			json		7							original_only	good	ZnSO4	ZnSO4		ZnSO4.7H2O	CHEBI:62984				hydrate_pattern	high		161.47	126.105	287.575	3.477354			no_match
ccap_EA_composition	CaSO4.2H2O	CHEBI:32583	calcium sulfate dihydrate	Ca.2H2O.O4S	0.5		g			json		2							original_only	good	CaSO4	CaSO4		CaSO4.2H2O					hydrate_pattern	high		100.0	36.03	136.03	3.67566			no_match
ccap_EA_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	100.0		ml			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	1000.0			
ccap_EA_composition	KNO3	CHEBI:17632	nitrate	NO3	0.02		g			json		0							original_only	good	KNO3	KNO3		KNO3					no_hydration	high		100.0	0.0	100.0	0.2			
ccap_EA_composition	MgCl2.6H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	2.5		g			json		6							original_only	good	MgCl2	MgCl2		MgCl2.6H2O					hydrate_pattern	high		95.21	108.09	203.3	12.297098			no_match
ccap_EA_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	0.375		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	6.416838			
ccap_EG_JM_composition	EG:JM	medium:C27			2.0		g			json		0							original_only	good	EG:JM	EG:JM		EG:JM					no_hydration	high		100.0	0.0	100.0	20.0			
ccap_HSM_composition	Rice starch	CHEBI:28017			1.0		g			json		0							original_only	good	Rice starch	Ricestarch		Ricestarch					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_K35_composition	K35 Medium	medium:C42			1.0		ml			json		0							original_only	good	K35 Medium	K35Medium		K35Medium					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_K_composition	K Medium	medium:C42			1.0		ml			json		0							original_only	good	K Medium	KMedium		KMedium					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_Kmin_composition	FeCl3.6H2O	CHEBI:86254	iron trichloride hexahydrate	Cl3Fe.6H2O	0.1		ml			json		6							original_only	good	FeCl3	FeCl3		FeCl3.6H2O	CHEBI:30808				hydrate_pattern	high		162.2	108.09	270.28999999999996	0.369973			no_match
ccap_Kmin_composition	K minimum	medium:C43			1.0		ml			json		0							original_only	good	K minimum	Kminimum		Kminimum					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_Kmin_composition	Na2EDTA	CHEBI:64734	EDTA disodium salt (anhydrous)	C10H14N2O8.2Na	0.1		ml			json		0							original_only	good	Na2EDTA	Na2EDTA		Na2EDTA					no_hydration	high		100.0	0.0	100.0	1.0			
ccap_Kmin_composition	ZnSO4.7H2O	CHEBI:32312	zinc sulfate heptahydrate	7H2O.O4S.Zn	1.0		ml			json		7							original_only	good	ZnSO4	ZnSO4		ZnSO4.7H2O	CHEBI:62984				hydrate_pattern	high		161.47	126.105	287.575	3.477354			no_match
ccap_L1_composition	Biotin	CHEBI:15956	biotin	C10H16N2O3S	1.0		g			json		0							original_only	good	Biotin	Biotin		Biotin					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_L1_composition	Biotin	CHEBI:15956	biotin	C10H16N2O3S	1.0		g			json		0							original_only	good	Biotin	Biotin		Biotin					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_L1_composition	CuSO4·5H2O	CHEBI:31440	copper(II) sulfate pentahydrate	Cu.5H2O.O4S	1.0		g			json		0							original_only	good	CuSO4·5H2O	CuSO4·5H2O		CuSO4·5H2O					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_L1_composition	FeCl3·6H2O	CHEBI:86254	iron trichloride hexahydrate	Cl3Fe.6H2O	1.0		g			json		0							original_only	good	FeCl3·6H2O	FeCl3·6H2O		FeCl3·6H2O					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_L1_composition	H2SeO3	CHEBI:48854	sulfurous acid	H2O3S	1.0		g			json		0							original_only	good	H2SeO3	H2SeO3		H2SeO3					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_L1_composition	K2CrO4	CHEBI:75249			1.0		g			json		0							original_only	good	K2CrO4	K2CrO4		K2CrO4					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_L1_composition	MnCl2·4H2O	PubChem:30200			1.0		g			json		0							original_only	good	MnCl2·4H2O	MnCl2·4H2O		MnCl2·4H2O					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_L1_composition	Na2EDTA·2H2O	CHEBI:64758	EDTA disodium salt dihydrate	C10H14N2O8.2H2O.2Na	1.0		g			json		0							original_only	good	Na2EDTA·2H2O	Na2EDTA·2H2O		Na2EDTA·2H2O					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_L1_composition	Na2MoO4·2H2O	CHEBI:75215	sodium molybdate (anhydrous)	MoO4.2Na	2.0		M			json		0							original_only	good	Na2MoO4·2H2O	Na2MoO4·2H2O		Na2MoO4·2H2O					no_hydration	high		100.0	0.0	100.0	20.0			
ccap_L1_composition	Na3VO4	CHEBI:35607	trisodium vanadate	3Na.O4V	1.0		g			json		0							original_only	good	Na3VO4	Na3VO4		Na3VO4					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_L1_composition	ZnSO4·7H2O	CHEBI:32312	zinc sulfate heptahydrate	7H2O.O4S.Zn	1.0		g			json		0							original_only	good	ZnSO4·7H2O	ZnSO4·7H2O		ZnSO4·7H2O					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_MAF6_SE_composition	Cyanocobalamin in	CHEBI:17439	cyanocob(III)alamin	C63H88CoN14O14P	100.0		m			json		0							original_only	good	Cyanocobalamin in	Cyanocobalaminin		Cyanocobalaminin					no_hydration	high		100.0	0.0	100.0	1000.0			
ccap_MAF6_SE_composition	H2O	CHEBI:15377	water	H2O	97.0		mg			json		0							original_only	good	H2O	H2O		H2O					no_hydration	high		100.0	0.0	100.0	970.0			
ccap_MAF6_SE_composition	Vitamin B12  (4)	CHEBI:176843	vitamin B12		0.1		g			json		0							original_only	good	Vitamin B12  (4)	VitaminB12(4)		VitaminB12(4)					no_hydration	high		100.0	0.0	100.0	1.0			
ccap_MAF6_SE_composition	mg	PubChem:5462224			5.0		mg			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	50.0			
ccap_MBBM_composition	Cyanocobalamin in	CHEBI:17439	cyanocob(III)alamin	C63H88CoN14O14P	100.0		m			json		0							original_only	good	Cyanocobalamin in	Cyanocobalaminin		Cyanocobalaminin					no_hydration	high		100.0	0.0	100.0	1000.0			
ccap_MBBM_composition	H2O	CHEBI:15377	water	H2O	97.0		mg			json		0							original_only	good	H2O	H2O		H2O					no_hydration	high		100.0	0.0	100.0	970.0			
ccap_MBBM_composition	Vitamin B12  (9)	CHEBI:176843	vitamin B12		0.1		g			json		0							original_only	good	Vitamin B12  (9)	VitaminB12(9)		VitaminB12(9)					no_hydration	high		100.0	0.0	100.0	1.0			
ccap_MBBM_composition	mg	PubChem:5462224			5.0		mg			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	50.0			
ccap_MCII_composition	D­glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6	900.0		ml			json		0							original_only	good	D­glucose	D­glucose		D­glucose					no_hydration	high		100.0	0.0	100.0	9000.0			
ccap_MC_composition	D­glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6	900.0		ml			json		0							original_only	good	D­glucose	D­glucose		D­glucose					no_hydration	high		100.0	0.0	100.0	9000.0			
ccap_MDY_V_composition	MgSO4	CHEBI:32599	magnesium sulfate	Mg.O4S	2.0		mg			json		0							original_only	good	MgSO4	MgSO4		MgSO4	CHEBI:32599				no_hydration	high		120.37	0.0	120.37	16.615436			
ccap_MErds_MY75S_composition	MErds / MY75S	medium:C54			100.0		ml			json		0							original_only	good	MErds / MY75S	MErds/MY75S		MErds/MY75S					no_hydration	high		100.0	0.0	100.0	1000.0			
ccap_MW_composition	QF	CHEBI:141430	Gln-Phe	C14H19N3O4	9.0		M			json		0							original_only	good	QF	QF		QF					no_hydration	high		100.0	0.0	100.0	90.0			
ccap_N75S_composition	Deionized water	PubChem:962			1.0		l			json		0							original_only	good	Deionized water	Deionizedwater		Deionizedwater					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_NCL_0_01_NPA_composition	NCL/0.01% NPA	medium:C66			1.0		g			json		0							original_only	good	NCL/0.01% NPA	NCL/0.01%NPA		NCL/0.01%NPA					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_PC_composition	CaCl2	CHEBI:3312	calcium dichloride	Ca.2Cl	1.0		ml			json		0							original_only	good	CaCl2	CaCl2		CaCl2	CHEBI:3312				no_hydration	high		110.98	0.0	110.98	9.010633			
ccap_PC_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	10.0		ml			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	171.115674			
ccap_PER_composition	Freshwater medium	medium:J474			1.0		g			json		0							original_only	good	Freshwater medium	Freshwatermedium		Freshwatermedium					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_PJ_NN_composition	PJ/NN	medium:C77			1.0		ml			json		0							original_only	good	PJ/NN	PJ/NN		PJ/NN					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_R75S_composition	Deionized water	PubChem:962			1.0		l			json		0							original_only	good	Deionized water	Deionizedwater		Deionizedwater					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_RPL_0_01_RPA_composition	RPL/0.01% RPA	medium:C85			1.0		g			json		0							original_only	good	RPL/0.01% RPA	RPL/0.01%RPA		RPL/0.01%RPA					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_S77_composition	Buffers	CHEBI:35225	buffer		0.1		g			json		0							original_only	good	Buffers	Buffers		Buffers					no_hydration	high		100.0	0.0	100.0	1.0			
ccap_S77_composition	CaSO4.2H2O	CHEBI:32583	calcium sulfate dihydrate	Ca.2H2O.O4S	0.25		g			json		2							original_only	good	CaSO4	CaSO4		CaSO4.2H2O					hydrate_pattern	high		100.0	36.03	136.03	1.83783			no_match
ccap_S77_composition	Glycine	CHEBI:57305	glycine zwitterion	C2H5NO2	32.5		mg			json		0							original_only	good	Glycine	Glycine		Glycine					no_hydration	high		100.0	0.0	100.0	325.0			
ccap_S77_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	2.5		mg			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	25.0			
ccap_S77_composition	KNO3	CHEBI:17632	nitrate	NO3	50.0		mg			json		0							original_only	good	KNO3	KNO3		KNO3					no_hydration	high		100.0	0.0	100.0	500.0			
ccap_S77_composition	MgSO4.7H2O	CHEBI:31795	magnesium sulfate heptahydrate	7H2O.Mg.O4S	0.05		g			json		7							original_only	good	MgSO4	MgSO4		MgSO4.7H2O	CHEBI:32599				hydrate_pattern	very_high		120.37	126.105	246.475	0.20286			no_match
ccap_S77_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	0.4		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	6.844627			
ccap_S77_composition	Nutrients	CHEBI:33284	nutrient		6.5		mg			json		0							original_only	good	Nutrients	Nutrients		Nutrients					no_hydration	high		100.0	0.0	100.0	65.0			
ccap_S77_composition	S77 + vitamins	medium:C102			16.0		g			json		0							original_only	good	S77 + vitamins	S77+vitamins		S77+vitamins					no_hydration	high		100.0	0.0	100.0	160.0			
ccap_S77_composition	Tris [tris(hydroxymethyl)aminomethane]	CHEBI:9754	tris	C4H11NO3	0.01		g			json		0							original_only	good	Tris [tris(hydroxymethyl)aminomethane]	Tris[tris(hydroxymethyl)aminomethane]		Tris[tris(hydroxymethyl)aminomethane]					no_hydration	high		100.0	0.0	100.0	0.1			
ccap_S88_composition	AlCl3.6H2O	CHEBI:30115	aluminium trichloride hexahydrate	AlCl3.6H2O	50.0		mg			json		6							original_only	good	AlCl3	AlCl3		AlCl3.6H2O					hydrate_pattern	high		100.0	108.09	208.09	240.280648	CHEBI:30115	aluminium trichloride hexahydrate	formula_match
ccap_S88_composition	Buffers	CHEBI:35225	buffer		32.5		mg			json		0							original_only	good	Buffers	Buffers		Buffers					no_hydration	high		100.0	0.0	100.0	325.0			
ccap_S88_composition	CaSO4.2H2O	CHEBI:32583	calcium sulfate dihydrate	Ca.2H2O.O4S	0.5		g			json		2							original_only	good	CaSO4	CaSO4		CaSO4.2H2O					hydrate_pattern	high		100.0	36.03	136.03	3.67566			no_match
ccap_S88_composition	CuSO4.5H2O	CHEBI:31440	copper(II) sulfate pentahydrate	Cu.5H2O.O4S	50.0		mg			json		5							original_only	good	CuSO4	CuSO4		CuSO4.5H2O	CHEBI:23414				hydrate_pattern	very_high		159.61	90.075	249.685	200.252318			no_match
ccap_S88_composition	FeSO4.7H2O	CHEBI:75836	iron(2+) sulfate heptahydrate	Fe.7H2O.O4S	2.38		mg			json		7							original_only	good	FeSO4	FeSO4		FeSO4.7H2O	CHEBI:75832				hydrate_pattern	very_high		151.91	126.105	278.015	8.560689			no_match
ccap_S88_composition	Glycine	CHEBI:57305	glycine zwitterion	C2H5NO2	0.01		g			json		0							original_only	good	Glycine	Glycine		Glycine					no_hydration	high		100.0	0.0	100.0	0.1			
ccap_S88_composition	Glycylglycine	CHEBI:17201	glycylglycine	C4H8N2O3	0.1		g			json		0							original_only	good	Glycylglycine	Glycylglycine		Glycylglycine					no_hydration	high		100.0	0.0	100.0	1.0			
ccap_S88_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	100.0		mg			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	1000.0			
ccap_S88_composition	KNO3	CHEBI:17632	nitrate	NO3	250.0		mg			json		0							original_only	good	KNO3	KNO3		KNO3					no_hydration	high		100.0	0.0	100.0	2500.0			
ccap_S88_composition	MgSO4.7H2O	CHEBI:31795	magnesium sulfate heptahydrate	7H2O.Mg.O4S	0.25		g			json		7							original_only	good	MgSO4	MgSO4		MgSO4.7H2O	CHEBI:32599				hydrate_pattern	very_high		120.37	126.105	246.475	1.014302			no_match
ccap_S88_composition	MnSO4.4H2O	CHEBI:86358	manganese(II) sulfate tetrahydrate	4H2O.Mn.O4S	1.26		mg			json		4							original_only	good	MnSO4	MnSO4		MnSO4.4H2O	CHEBI:135251				hydrate_pattern	high		151.0	72.06	223.06	5.648704			no_match
ccap_S88_composition	Na2EDTA	CHEBI:64734	EDTA disodium salt (anhydrous)	C10H14N2O8.2Na	19.6		mg			json		0							original_only	good	Na2EDTA	Na2EDTA		Na2EDTA					no_hydration	high		100.0	0.0	100.0	196.0			
ccap_S88_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	0.4		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	6.844627			
ccap_S88_composition	Nutrients	CHEBI:33284	nutrient		6.5		mg			json		0							original_only	good	Nutrients	Nutrients		Nutrients					no_hydration	high		100.0	0.0	100.0	65.0			
ccap_S88_composition	S88 + Vitamins	medium:C103			16.0		g			json		0							original_only	good	S88 + Vitamins	S88+Vitamins		S88+Vitamins					no_hydration	high		100.0	0.0	100.0	160.0			
ccap_S88_composition	SrCl2.6H2O	CHEBI:36385	strontium dichloride hexahydrate	Cl2Sr.6H2O	25.0		mg			json		6							original_only	good	SrCl2	SrCl2		SrCl2.6H2O					hydrate_pattern	high		100.0	108.09	208.09	120.140324			no_match
ccap_S88_composition	ZnSO4.7H2O	CHEBI:32312	zinc sulfate heptahydrate	7H2O.O4S.Zn	100.0		mg			json		7							original_only	good	ZnSO4	ZnSO4		ZnSO4.7H2O	CHEBI:62984				hydrate_pattern	high		161.47	126.105	287.575	347.735373			no_match
ccap_SE1_Marine_composition	QF	CHEBI:141430	Gln-Phe	C14H19N3O4	9.0		M			json		0							original_only	good	QF	QF		QF					no_hydration	high		100.0	0.0	100.0	90.0			
ccap_SE2_Freshwater_composition	QF	CHEBI:141430	Gln-Phe	C14H19N3O4	9.0		M			json		0							original_only	good	QF	QF		QF					no_hydration	high		100.0	0.0	100.0	90.0			
ccap_SW_composition	QF	CHEBI:141430	Gln-Phe	C14H19N3O4	9.0		M			json		0							original_only	good	QF	QF		QF					no_hydration	high		100.0	0.0	100.0	90.0			
ccap_UM_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	1.0		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_UM_composition	Na2HPO4	CHEBI:34683	disodium hydrogenphosphate	HO4P.2Na	1.0		g			json		0							original_only	good	Na2HPO4	Na2HPO4		Na2HPO4					no_hydration	high		141.96	0.0	141.96	7.044238			
ccap_UM_composition	NaNO3	CHEBI:63005			1.0		g			json		0							original_only	good	NaNO3	NaNO3		NaNO3					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_Waris_H_composition	(1)  Ca(NO3)2.4H2O	CHEBI:86159	calcium nitrate tetrahydrate	Ca.4H2O.2NO3	0.0001		g			json		4							original_only	good	(1)  Ca(NO3)2	(1)Ca(NO3)2		(1)Ca(NO3)2.4H2O					hydrate_pattern	high		100.0	72.06	172.06	0.000581			no_match
ccap_Waris_H_composition	FeSO4.7H2O	CHEBI:75836	iron(2+) sulfate heptahydrate	Fe.7H2O.O4S	10.0		ml			json		7							original_only	good	FeSO4	FeSO4		FeSO4.7H2O	CHEBI:75832				hydrate_pattern	very_high		151.91	126.105	278.015	35.969282			no_match
ccap_Waris_H_composition	Na2EDTA.2H2O	CHEBI:64758	EDTA disodium salt dihydrate	C10H14N2O8.2H2O.2Na	1.0		ml			json		2							original_only	good	Na2EDTA	Na2EDTA		Na2EDTA.2H2O					hydrate_pattern	high		100.0	36.03	136.03	7.35132			no_match
ccap_Waris_H_composition	Waris-H	medium:C106			0.022		g			json		0							original_only	good	Waris-H	Waris-H		Waris-H					no_hydration	high		100.0	0.0	100.0	0.22			
ccap_ZM10_composition	CoCl2.6H2O	ingredient:cocl2_6h2o			1.0		ml			json		6							original_only	good	CoCl2	CoCl2		CoCl2.6H2O	CHEBI:35696				hydrate_pattern	high		129.84	108.09	237.93	4.202917			no_match
ccap_ZM10_composition	CuSO4.5H2O	CHEBI:31440	copper(II) sulfate pentahydrate	Cu.5H2O.O4S	100.0		ml			json		5							original_only	good	CuSO4	CuSO4		CuSO4.5H2O	CHEBI:23414				hydrate_pattern	very_high		159.61	90.075	249.685	400.504636			no_match
ccap_ZM10_composition	FeCl3.6H2O	CHEBI:86254	iron trichloride hexahydrate	Cl3Fe.6H2O	0.002		g			json		6							original_only	good	FeCl3	FeCl3		FeCl3.6H2O	CHEBI:30808				hydrate_pattern	high		162.2	108.09	270.28999999999996	0.007399			no_match
ccap_ZM10_composition	Na2EDTA	CHEBI:64734	EDTA disodium salt (anhydrous)	C10H14N2O8.2Na	100.0		ml			json		0							original_only	good	Na2EDTA	Na2EDTA		Na2EDTA					no_hydration	high		100.0	0.0	100.0	1000.0			
ccap_ZM10_composition	ZnSO4.7H2O	CHEBI:32312	zinc sulfate heptahydrate	7H2O.O4S.Zn	1.0		ml			json		7							original_only	good	ZnSO4	ZnSO4		ZnSO4.7H2O	CHEBI:62984				hydrate_pattern	high		161.47	126.105	287.575	3.477354			no_match
ccap_f2Si_composition	CoCl2.6H2O	ingredient:cocl2_6h2o			1.0		ml			json		6							original_only	good	CoCl2	CoCl2		CoCl2.6H2O	CHEBI:35696				hydrate_pattern	high		129.84	108.09	237.93	4.202917			no_match
ccap_f2Si_composition	CuSO4.5H2O	CHEBI:31440	copper(II) sulfate pentahydrate	Cu.5H2O.O4S	6.0		g			json		5							original_only	good	CuSO4	CuSO4		CuSO4.5H2O	CHEBI:23414				hydrate_pattern	very_high		159.61	90.075	249.685	24.030278			no_match
ccap_f2Si_composition	FeCl3.6H2O	CHEBI:86254	iron trichloride hexahydrate	Cl3Fe.6H2O	200.0		ml			json		6							original_only	good	FeCl3	FeCl3		FeCl3.6H2O	CHEBI:30808				hydrate_pattern	high		162.2	108.09	270.28999999999996	739.945984			no_match
ccap_f2Si_composition	Na2EDTA	CHEBI:64734	EDTA disodium salt (anhydrous)	C10H14N2O8.2Na	5.0		ml			json		0							original_only	good	Na2EDTA	Na2EDTA		Na2EDTA					no_hydration	high		100.0	0.0	100.0	50.0			
ccap_f2Si_composition	Na2MoO4.2H2O	CHEBI:75213	sodium molybdate dihydrate	2H2O.MoO4.2Na	1.0		ml			json		2							original_only	good	Na2MoO4	Na2MoO4		Na2MoO4.2H2O					hydrate_pattern	high		100.0	36.03	136.03	7.35132			no_match
ccap_f2Si_composition	ZnSO4.7H2O	CHEBI:32312	zinc sulfate heptahydrate	7H2O.O4S.Zn	1.0		ml			json		7							original_only	good	ZnSO4	ZnSO4		ZnSO4.7H2O	CHEBI:62984				hydrate_pattern	high		161.47	126.105	287.575	3.477354			no_match
ccap_f2Si_heterotrophic_composition	(5)  Sodium metasilicate	CHEBI:60720	sodium silicate	2Na.O3Si	1.0		ml			json		0							original_only	good	(5)  Sodium metasilicate	(5)Sodiummetasilicate		(5)Sodiummetasilicate					no_hydration	high		100.0	0.0	100.0	10.0			
ccap_f2Si_heterotrophic_composition	Biotin	CHEBI:15956	biotin	C10H16N2O3S	1.0		ml			json		0							original_only	good	Biotin	Biotin		Biotin					no_hydration	high		100.0	0.0	100.0	10.0			
